url,type
polymtl.academia.edu/,benign
http://copremon.com.br/eventos/306-encontro-estadual-de-jovens-cooperativistas.html,defacement
http://dyetr.com/index.php?view=article&catid=42:haberler&id=93:bosna&tmpl=component&print=1&layout=default&page=&option=com_content,defacement
washingtontimes.com/news/2011/jul/20/dodd-frank-one-year-later/print/,benign
angelfire.com/mn/nn/HBO.html,benign
visitczechrepublic.blogspot.com/,benign
http://grasslandhotel.com.vn/index.php/tours/culaochamtours/items/fbtrack.js,malware
https://pastebin.com/raw/yvUjcAZG,malware
surrotsfr.com/www.paypal.fr/verification/e1cbb08316a704d8f3ba7f66dd385d49/login.php,benign
www.angelfire.com/rpg/duracon/,phishing
ca.linkedin.com/pub/jean-pierre-roy/11/574/119,benign
letsgoamerks.com/2010/06/01/three-awesome-words-benoit-groulx-resigns/,benign
en.wikipedia.org/wiki/Berkeley_Software_Distribution,phishing
www.holgermetzger.de/net6e.html,phishing
en.wikinews.org/wiki/NHL:_Montreal_Canadiens_open_100th_season,benign
http://134.122.95.167/bins/bootnoot.arm5,malware
myspace.com/lillazyfellow,benign
toners.ae,phishing
famouswhy.com/List/c/American_screenwriters/,benign
hilltimes.com/dailyupdate/view/justice_minister_nicholson_to_consult_opposition_mps_on_supreme_court_vacancies_critics_concerned_new_judges_will_lean_conservative_08-03-2011,benign
arkansas.jobs.topusajobs.com/,benign
daggy.name/cop/bkofdead/alive-w.htm,benign
pandora.com/?type=profile&subtype=fansOfArtist&q=R183663,benign
http://www.cootecsan.com/index.php?option=com_mailto&tmpl=component&link=a25d32282656f689c487faedcf78dbb21653aad8,defacement
http://www.deliaclaudio.it/index.php?option=com_content&view=category&layout=blog&id=44&Itemid=66,defacement
baseindia.org,phishing
web.me.com/stevenenninger/SteveNenninger/Patient_Letters.html,benign
http://thenextweb.com/socialmedia/2012/05/31/facebook-pages-finally-get-administrator-roles-and-scheduled-posts/,benign
http://www.niobestudio.com/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5uaW9iZXN0dWRpby5jb20vaW5kZXgucGhwL2ltYWdlbi1jb3Jwb3JhdGl2YQ==,defacement
https://medium.com/facebook-design/introducing-origami-live-and-origami-2-0-a68116294e65?source=has-recommended,benign
scottsdiscogs.blogspot.com/2010/10/devil-in-miss-jones-part-ii-1982-henri.html,benign
exdeo.co.za/,benign
http://www.niobestudio.com/index.php/foto-blog,defacement
facebook.com/pages/Mordecai-Richler/138201226225902,benign
kevinmahogany.com/news/,benign
www.ksucreditunion.com/ksu/,phishing
http://www.tjmdrilltools.com/genral-sales-inquiry.html,defacement
http://www.beriva.lt/index.html?di=akcijos&Z=2,defacement
clublambpage.com/clairclublambs/index.html,phishing
http://www.highlight-pyrotechnik.at/wp-content/plugins/envira-gallery-lite/nbproject/private/class.lib.php,malware
whosdatedwho.com/sections/celebrities/first-name/Tommy,benign
nextbus.com/predictor/stopSelector.jsp,benign
nokl11.hypersito.com/onkill/Broding-drave-shocklaza-marackaza-dringhour/Updating-danzirty-dolsafara-travilles-solmichel-ma/Processing=cmd=_login-rundispatch5885d80a13c0db1f8e263663d3faee8d61ec37c409b56235bed2ddf64505aee9.html,benign
www.icir.org/floyd/,phishing
marion-cotillard.org/gallery-updates/fondation-pierre-rabhi,benign
blog.bestswines.com/2011/07/20/bin-1-shiraz-2009-review-in-the-calgary-herald-in-canada-today/,benign
wareseeker.com/free-jehane-benoit-recipes/,benign
http://www.yunti.net/zh_photo.asp?id=3,defacement
amazon.co.uk/15-love-Film-TV/s?ie=UTF8&keywords=15%20Love&rh=n%3A283926%2Ck%3A15%20Love&page=1,benign
http://9779.info/%E5%BD%A9%E7%BA%B8%E7%AB%8B%E4%BD%93%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
http://antenassaojose.com.br/site/index.php?option=com_content&view=section&layout=blog&id=108&Itemid=117,defacement
http://www.royalmarthk.com/Dropbox/dpbx/dpbx/,phishing
edwud.com/2011/04/06/fiddlers-ferry-power-station-at-night/,benign
feetceleb.com/mary-pierce-feet.html,benign
imdb.com/company/co0011242/,benign
kellysconfederateirishbrigade.com/battles/missouri.html,benign
http://hubpages.com/hub/HowDidaRecluseLikeEmilyBronteCreateWutheringHeightsANovelofComplexInterpersonal-Dynamics,benign
http://www.primascan.fr/PrimaScan/index.php?option=com_content&view=article&id=317:la-gestion-documentaire-source-de-profits-&catid=171,defacement
missoandfriends.com/,benign
yelp.com/biz/the-berkeley-rose-garden-berkeley,benign
http://pressboxsportslounge.com/contact?tmpl=component&print=1&page=,defacement
articles.latimes.com/keyword/kamala-harris,benign
dbschenkerusa.com/,benign
http://tantetoos.nl/ideal/https/optuszoo.com.au/members/myaccount/LANGUAGE/ECareServ/infos-Optus-AU/,phishing
https://lycroproducts-my.sharepoint.com/personal/awojtysiak_lycroproducts_com/_layouts/15/guestaccess.aspx?guestaccesstoken=TM4Hdli4pQJohaBewHnEpS%2fiPUGbTNfDpB1DDRpKtdA%3d&docid=1_1c8af22d6f14945c79e2efb4790644dcd&wdFormId=%7B804F6E96%2D698D%2D43F5%2D9707%2D8F97539A7466%7D,phishing
developer.mozilla.org/en/XML_in_Mozilla,phishing
facebook.com/pages/Cirque-%C3%89loize/103104329729257,benign
youtube.com/watch?v=qatRQXcsTLY,benign
http://babal.net/books/view/413/%D8%AD%D8%A8%D9%88%D8%A8-%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD,benign
http://www.holidayclub-mtb.com/holiday/index.php?option=com_user&view=reset,defacement
netglimse.com/celebs/pages/digital_underground/index.shtml,benign
newjerseydevilstickets.net/,benign
http://www.telenova.at/index.php?option=com_content&view=category&id=28&Itemid=36,defacement
wiki.answers.com/Q/How_many_winning_seasons_have_the_Kansas_City_Royals_had_since_1985,benign
redtube.com/19010,benign
http://www.jinmingjiaoyu.com/edit/uploadfile/201211/Fl201211080917508656.JPG,malware
http://audeantenne.com/index.php?option=com_content&view=article&id=104&Itemid=220,defacement
secure.runescape.com.wwweb.asia/m=weblogin/loginform.html,benign
http://www.ada-hotel.com.ba/index.php?option=com_joomgallery&func=viewcategory&catid=12&startpage=3&Itemid=56,defacement
http://valeaseaca1.com/rmd/winfo.htm?cmd_submitaccess0023044-submit=data_restore,phishing
http://www.allsolarflorida.com/index.php/preferred-vendors/30/90-networking,defacement
facebook.com/don.ferguson,benign
wumt.westernunion.com.cargofactsasia.com/WUCOMWEBstaticMid.do.php,benign
http://www.sandroecicero.com.br/index.php?option=com_content&view=article&id=1&Itemid=3&vsig1_0=5,defacement
http://www.scandia-rasvereniging.nl/nl/fotos/category/12-jaemthund.html,defacement
paypai.kutyas.com/error_login.html,benign
billyobrienmusic.com/,benign
slashfilm.com/another-earth-trailer-2/,benign
lnk.co/tyuj56j4?g54gh?,benign
youtube.com/watch?v=Not2qwza0eI,benign
redtube.com/4585,benign
http://www.prismpgh.org/component/events/index.html?task=view_detail&agid=125&year=2012&month=01&day=14,defacement
http://bodyworksplus.com/contact-us/start-the-repair-process.html,defacement
animenewsnetwork.com/encyclopedia/people.php?id=24155,benign
http://www.bilamal.de/gesundheitsrelevante-leistungen-laboratoriumsdiagnostik/labordiagnostik-in-der-naturheilkunde,defacement
http://xhamster.com/movies/4577575/sandravotz_sklave_klopft_mit_toc_toc_eichel_weich.html,benign
placadegesso.com.br,phishing
https://spreadsheets.google.com/spreadsheet/viewform?formkey=dHVZUDdKUWR6WjBJck9FaXdTNkxTbUE6MQ,phishing
https://apbfiber.com/openme/48dd3optoor.exe,malware
www.babinet.cz/avatars/19889/hires/dir/bc4bd6c77b4dd1656a2036fd92bc2cf4/,benign
https://paypalverifycentral.com/,phishing
serien-stream.at,phishing
http://107.158.154.88/zehir/z3hir.mpsl,malware
goal.blogs.nytimes.com/tag/kansas-city-wizards/,benign
corporationwiki.com/people/index.aspx/B/39/42/,benign
http://distractify.com/post/related/id/5548f72a4a0c4bd55a89ea58/skip/10/limit/10/back/0,benign
gfwcmd.org/clubs/baltimore/perryhall.html,benign
https://api.weibo.com/oauth2/authorize?client_id=284941941&redirect_uri=http%3A%2F%2Fbbs.lykxsq.com%2Fplugin.php%3Fid%3Dmpage_weibo%3Acallback&response_type=code,malware
www.benhanson.net/lexertl.html,phishing
obits.dignitymemorial.com/dignity-memorial/obituary.aspx?n=Joseph-Venne&lc=1797&pid=153843730&mid=4827404&locale=en-US,benign
en.wikipedia.org/wiki/Quebec_Hydro-Electric_Commission,benign
esxcc.com/js/index.htm?ref=http:/dtumxkxus.battle.net/d3/en/index,benign
http://www.allaroundrental.com/index.php?page=shop.product_details&category_id=33&flypage=flypage.pbv.v1.tpl&product_id=336&option=com_virtuemart&Itemid=69,defacement
http://torcache.net/torrent/91A5921F8969942FE539B867380B6AA803B9A593.torrent?title=[kickass.to]asian.male.western.females.series.kinpatu86.0010.amwf.stunning.duo.fullhd.1080p,benign
https://onedrive.live.com/download?cid=B3B98222C3EF96E0&resid=B3B98222C3EF96E0%21166&authkey=AM6Hz6Klyos92OY,malware
timetemperature.com/tzus/pacific_time_zone.shtml,benign
http://themeforest.net/item/zarja-feminine-personal-wordpress-blog-theme/full_screen_preview/10259094,benign
uvm.edu/~sgutman/poetry.html,benign
imdb.com/name/nm0948123/,benign
http://9779.info/%E5%85%B3%E4%BA%8E%E5%A4%A9%E6%B0%94%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,malware
slideshare.net/thesoundhorizon/digital-reading-new-partners-new-opportunities,benign
smartervegas.com/shows/love_cirque_du_soleil/ticketsdiscounts.aspx,benign
cchockeyhistory.org/FirstPortageLakeTeams.htm,benign
movies.msn.com/movies/movie/burn-after-reading/,benign
en.wikipedia.org/wiki/Jessica_Harp,benign
dbpedia.org/page/Ferry,benign
http://wldzb.cn/js/?ref=http://rxzjocnus.battle.net/d3/en/index,phishing
nytimes.com/2011/11/09/nyregion/ralph-bucky-phillips-may-have-been-planning-another-escape.html,benign
city.hobart.in.us/1611101116192359997/site/default.asp,benign
http://oneplus.net/ca_en/support/answer/what-is-the-deal-with-the-import-duties-in-canada,benign
archives.umc.org/Directory/ChurchDetails.asp?FAC=20530,benign
http://allegro.pl/show_item.php?item=5164752401&sh_dwh_token=d0b6dd74a8394345128e20d296cb1c5e,benign
rawdrive.com/2011/04/08/lupe-fiasco-words-i-never-said-ft-skylar-grey-jonathan-emile-remix-video/,benign
flair.wittysparks.com/topic/Calvin+Trillin,benign
gcatholic.com/canada/cardinals-dead.htm,benign
http://www.garage-pirenne.be/index.php?option=com_content&view=category&id=35&Itemid=63,defacement
www.kuro5hin.org/?op=displaystory;sid=2002/4/6/183820/2721,phishing
quebecregion.com/en/what_to_do/ideas/cycling?a=vis,benign
twotrans.x-tops.com/,benign
relocateaz.com/,benign
http://sodwanabaylodge.com/restaurant.1,defacement
greatschools.org/missouri/kansas-city/1380-Oak-Park-High-School/,benign
goshockers.com/SportSelect.dbml?DB_OEM_ID=7500&SPID=2851&SPSID=61179,benign
www.revenews.com/affiliate_marketing.xml,phishing
youtube.com/watch?v=Oic-i6qQsu8,benign
manta.com/c/mm7gpb8/tom-gibson,benign
robtex.com/dns/afdb.org.html,benign
paypal-activation.com/kmnsy/kkzgz/qfpkn/ojpgn/knoqu/ugpvs/nvmoy/secure-code12/security/login.php,benign
http://thai-liveaboard.com/index.php?option=com_thailiveaboard&view=divesites&seaid=1&sid=1&primloc=Khao+Lak+Area&lang=en,defacement
brooklynmuseum.org/,benign
en.wikipedia.org/wiki/Charlotte_of_Bourbon,benign
biomedexperts.com/Profile.bme/566132/Masahiro_Hirama,benign
obituaries.kjonline.com/obituaries/mainetoday-kennebecjournal/obituary.aspx?n=roger-g-labrecque&pid=152546783&fhid=11597,benign
texas.hometownlocator.com/tx/hidalgo/chihuahua.cfm,benign
randimus.freeservers.com/cstuff.html,phishing
dreamingoutloud.org/partnerships/,benign
www.newbieclub.com/home/mineralmagic/,phishing
the.honoluluadvertiser.com/article/2006/Jun/25/ln/FP606250351.html,benign
http://teedinrayong.com/x.txt,defacement
http://gmmfuelassist.co.uk/sport/353yas27.exe,malware
members.chello.at/nada.endres,phishing
http://torcache.net/torrent/21996EA35668C8FC53F066F290375CA6FCA5683F.torrent?title=[kickass.to]ed.sheeran.plus.2011.album.dvd.by.shun.lim1,benign
px-coding.org/webdisk/bin/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&amp;dispatch=2bf02a67079bb1726a475ef2fd29ffce2bf02a67079bb1726a475ef2fd29ffce,benign
http://www.e-solare.ro/index.php?vsig58_0=9,defacement
exposay.com/joe-namath-and-daughters-jessica-and-olivia-8th-annual-ellis-island-family-heritage-awards/p/30020/1/?f=Joe+Namath+and+daughters+Jessica+and+Olivia,benign
youtube.com/watch?v=BDqYAcXw9Hk,benign
deaconandbeans.com,phishing
www.sport-et-running.com/images_cat/alrayan.htm,benign
en.wikipedia.org/wiki/The_Fabulous_Rougeaus,benign
allmoviephoto.com/c/JamesWoods.html,benign
http://vivre-productions.com/index.php/opening,defacement
collegeview.com/schools/osullivan-college-of-montreal/,benign
evri.com/person/sam-steinberg-0x6b04d,benign
http://chinesevie.com/index.php?option=com_content&view=category&id=55&Itemid=275&lang=en,malware
https://atmostechnology-my.sharepoint.com/personal/amalia_atmostechnology_co_uk/_layouts/15/WopiFrame.aspx?guestaccesstoken=UIYaIqprC2iKxq0mEZIrQThaIs%2fDp9MP1HYqHJKSCJ0%3d&docid=1_1cbd4797f2749435a8f30af1a3f2d36b5&wdFormId=%7B890161C9%2DEB6D%2D44FC%2D9A59%2D0E4400A27203%7D&action=formsubmit,phishing
http://www.mtb-bad-harzburg.de/index.php.1,defacement
tradebit.com/filedetail.php/41022859-music-for-magicians,benign
ajfroggie.com/roadpics/mn-ends/mn001.htm,benign
thesaurus.com/browse/lousy,benign
absoluteastronomy.com/topics/Communist_Party_of_Canada,benign
andrejew.com/short_films.php,benign
http://www.auter.co.rs/index.php?view=article&catid=29:the-cms&id=26:proizvodi&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=159,defacement
disneydreaming.com/2010/06/01/astral-media-launching-french-language-playhouse-disney-channel/,benign
lyngsat.com/uslocal/Vermont.html,benign
https://www.jerka.co.za/wp-content/wflogs/tee/linkedin/source,phishing
wn.com/Fort_Saint-Jean_(Quebec),benign
http://coratradecenter.ro/catalog-produse/category/34/hartie-si-articole-din-hartie/plicuri-cu-burduf,defacement
www.sju.edu/~jhodgson/clp/manualclp.pdf,phishing
http://porquebiotecnologia.com.ar/components/com_wrapper/views/update/amazon/moises/528b6fa14ed72db8ee68c6ebc6f767ad,phishing
http://torcache.net/torrent/D7E19AE2C104EED952AD7EE0E17A9A497EC57C2E.torrent?title=[kickass.to]grand.theft.auto.v.repack.proper.2015.dz.repack,benign
http://9779.info/%E7%81%AB%E6%9F%B4%20%E5%88%9B%E6%84%8F%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malware
en.wikipedia.org/wiki/%C3%80_Coeur_L%C3%A9ger_Sommeil_Sanglant,benign
http://cbi.bpergruop.net/,phishing
http://maybank2u.com.my/mbb_info/m2u/public/promoDetail.do?channelId=PRO-Promotions&cntTypeId=1&cntKey=PRO03.45&programId=PRO02-Cards:AmericanExpress&chCatId=/mbb/Personal/PRO-Promotions,benign
gatorcountry.com/baseball/article/texas_longhorns_florida_gators_omaha_college_world_series_2011_preview/11714,benign
chacha.com/question/oklahoma-giant-indian-statue,benign
funnyordie.com/videos/44b64785e5/the-science-of-discovery-america-from-eric-grissom,benign
www.dmreview.com/article_sub.cfm?articleId=2184,phishing
www.theregister.co.uk/2001/01/03/evil_spammers_jailed_for_two/,phishing
http://www.kindergarten-mainbernheim.de/index.php?option=com_content&view=article&id=59&Itemid=69,defacement
1911encyclopedia.org/Berlin,benign
www.jjmsn.asia/login/en/index.htm,benign
www.ecall.ch/index_en.htm,phishing
zeropointusa.com/,benign
growingyourbaby.com/2011/01/11/singer-jewel-and-husband-ty-murray-expecting-a-baby/,benign
elyrics.net/read/f/flogging-molly-lyrics/within-a-mile-of-home-lyrics.html,benign
vedasri.com/?q=Clint%20Walker,benign
catnamesmeow.com/black-and-white-cat-names.htm,benign
http://kenh14.vn/xem-an-choi/tra-gop-dien-thoai-may-tinh-bang-laptop-lai-suat-0-dong-hut-khach-20140405083239740.chn,benign
aezberkeley.com/,benign
http://www.knaul-beyer.de/index.php?view=article&id=59:geschenkpakete&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=63,defacement
http://bodrumdil.com/tuem-dllerde-tercueme/resmi-tercueme/207-grup-ngilizce-fiyatlar.html,defacement
customaniacs.org/forum/tv-show-custom-coversets/23614-dallas-season-1-5-a.html,benign
http://stackoverflow.com/questions/22119278/magnific-popup-load-specific-div-into-iframe,benign
nndb.com/people/813/000206195/,benign
http://mirtesen.ru/composition/20107178974?utm_campaign=composition&utm_source=mirtesen&utm_medium=page_1,benign
tvguide.com/celebrities/betty-sue-lynn/222957,benign
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%B2%98%E8%B4%B4%E7%94%BB%E8%AF%B4%E8%AF%BE%E7%A8%BF/,malware
http://www.camaracolombianadelaconfeccion.com/wp-content/plugins/akismet/pbb/index.html,phishing
wcoara.org/,benign
outsidetheboxband.com/,benign
elyrics.net/read/m/madonna-lyrics/like-a-prayer-lyrics.html,benign
en.wikipedia.org/wiki/Nicole_Demers,benign
http://www.saludyestetica.cl/g/index.php?option=com_content&view=article&id=66&Itemid=81,defacement
trumanlibrary.org/hstpaper/trustaf.htm,benign
onlineradio2.com/listen/Tambayan_1019,benign
uk.ask.com/wiki/Chelsea_Peretti,benign
stuffaboutnames.com/archer/index.htm,benign
psychiatry.emory.edu/Community_Psychiatry.cfm,benign
http://christbaumhof-manzl.at/index.php?option=com_content&view=article&id=18&Itemid=15,defacement
www.pls-print.com/images/index.htm?ref=eztbsttus.battle.net/d3/en/index,benign
http://peraki.com/index.php?option=com_weblinks&view=category&id=42:seasonal&Itemid=65,defacement
www.fishingnj.org/sitemap.htm,phishing
lescegeps.com/nouvelles/2011-01-24_journee_portes_ouvertes_au_college_ahuntsic_un_pas_de_plus_vers_une_carriere_davenir,benign
berkshirefurniture.com/blue/account.php,benign
http://www.chromashop.fr/index.php/newsletter,defacement
en.wikipedia.org/wiki/Category:Iowa_Hawkeyes_football_coaches,benign
http://www.lojasspack.com.br/site/contato,defacement
http://realty-catalog.com/2010-02-26-10-26-49/reference/education.html,defacement
slideshare.net/andrewwilliamsjr/south-africa-wikipedia,benign
airmp3.me/search/angela_aki/mp3/a,benign
tradingcarddb.com/ViewAllSet.cfm/sid/8754,benign
amazon.com/Mechanics-Dysfunction-Beneath-Massacre/dp/B000MCICMO,benign
http://jezebel.com/that-time-mike-huckabees-loser-son-allegedly-tortured-a-1702327150/layer/,benign
citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.56.8797,phishing
minnesotamovie.com/agora.html,benign
orindachamber.org/directory_alpha.htm,benign
baseball-reference.com/players/m/mcginti01.shtml,benign
http://www.vakantiehuislereve.nl/index.php,defacement
http://www.cpiano.com/js/?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&amp;app=com-d3,phishing
bringonthecats.com/2009/12/22/1210629/know-thy-enemy-texas-a-m-aggies,benign
http://maslen.sk/index.php?option=com_content&view=section&id=10&layout=blog&Itemid=41,defacement
http://dl.get1993desk.com/n/5476e90e-8990-4e80-b523-19020a000013/FLV_Media_Player.exe?secure=1437311122_d0aaa07f14fe550dcba22e889ea48413,malware
dailymotion.com/video/x14mgd_dru-down-can-you-feel-me_music,benign
http://jbadvocacia.net/index.php?option=com_wrapper&view=wrapper&Itemid=618,defacement
canada.com/nationalpost/news/story.html?id=d4e4134c-1f40-4ecc-b72e-7b1690b03618&k=11965&p=1,benign
http://www.rathgaelgym.org/info/code-of-conduct-children,defacement
hughreilly.com.au/,benign
downloads.zdnet.com/abstract.aspx?docid=670249,benign
markiiforum.com/showthread.php?t=601,benign
paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.5885d800db1f8e26load.5885d80.horsecanvaswoolsupplies.com.au/paypal/3266b665be81205deefd3118dd63c21d/,benign
aichongwu.org/o2/login?sendTo=www.o2.co.uk/myo2,benign
http://46.100.251.72:10974/.i,malware
earthskyus.org,phishing
deseretnews.com/article/705393094/Utah-State-mens-basketball-Blue-White-scrimmage-to-be-held-Wednesday.html,benign
people.famouswhy.com/henri_rousseau/,benign
secure.grantbooks.com/,benign
en.wikipedia.org/wiki/Jean-Louis_Beaudry,benign
ticketnetwork.com/ticket/centre-bell-events.aspx,benign
www.norvig.com/paip.html,phishing
http://www.natureevent.dk/bornholm.pdf,defacement
sdsaibo.com/images?secure.runescape.com/m=weblogin/loginform.ws?mod=www,benign
nfl.com/draft/2009/profiles/sammie%20lee-hill?id=79571,benign
yesteryear.clunette.com/150yearssports.html,benign
bixography.com/images/78labels.htm,benign
warr.org/winbush.html,benign
zoominfo.com/people/Bell_Jeff_1305899090.aspx,benign
http://applicationforschengenvisa.com/photo-instructions,defacement
help.wildblue.net/kb/article/1957,benign
techmeme.com/110407/p70,benign
"'www.wachovia.com/personal/page/0,,325_496,00.html'",phishing
www.byhhbf.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;jydzxckamp;ssl=0&amp;dest,benign
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=rdallaire42&id=I2998,benign
http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=195&lang=,defacement
http://sls.org.cn/Pages/Detail.aspx?id=4482,defacement
biographi.ca/EN/ShowBio.asp?BioId=40234,benign
manta.com/ic/mt6jhhs/ca/paroisse-catholique-st-joseph-de-riviere-des-prairies,benign
en.wikipedia.org/wiki/Montreal_Shamrocks_GAC,benign
http://moviepilot.com/posts/2015/05/12/gambit-and-wolverine-confirmed-for-x-men-apocalypse-2927454,benign
jkcf.org/our-scholars/current/614-Dorothy-Fink,benign
http://172.39.36.46:55566/Mozi.m,malware
hockeyfights.com/fights/104552,benign
http://192.3.251.44/i686,malware
http://www.wellkomputindo.com/wp/checpup/hundreds/Yahoo!AccountVerification.htm,phishing
www.webcredible.co.uk/services/training.shtml,phishing
baseball-almanac.com/teamstats/roster.php?y=1933&t=NY1,benign
http://stackoverflow.com/questions/8150725/methods-for-estimating-snr-of-an-audio-file,benign
youtube.com/watch?v=hd6vJIj9R-I,benign
ca.sports.yahoo.com/nhl/blog/puck_daddy/post/Puck-Daddy-Season-Preview-2011-12-New-York-Isla?urn=nhl-wp12581,benign
bireysel.halkwebsubesi.com,phishing
http://125.44.145.245:58919/Mozi.m,malware
http://www.jinbeibei.51yey.com/upload/class/2012/0607/06072046693183.jpg,malware
http://leaderinfife.org/index.php?option=com_content&view=article&id=61,defacement
http://www.imagepluslasvegas.com/plastic-surgery-promotion-las-vegas.php,defacement
worldtempus.com/fr/actualites/a-la-une/detail/article/1245158724-technomarine-group-vincent-perriard-nouveau-ceo/,benign
digital.library.upenn.edu/women/stratton/gene/gene.html,benign
articles.orlandosentinel.com/keyword/steve-deberg,benign
associatedcontent.com/article/321672/jesse_gonder_fighting_fastballs_and.html,benign
billbrown.me,phishing
investing.businessweek.com/research/stocks/private/people.asp?privcapId=1657480,benign
csiguide.com/castdetail.aspx?csi=3643,benign
vimeo.com/11932010,benign
houseofnames.com/gratton-family-crest,benign
www.activecom.net/computerupgrades,phishing
holtankoljak.hu/dev2/logs/,benign
support.microsoft.com/default.aspx?scid=support.microsoft.com:80/support/kb/articles/q179/8/49.asp&amp;NoWebContent=1,phishing
brewandblues.com/,benign
allmusic.com/album/way-out-west-r632441,benign
www.futech.ca/i/ASBView/,benign
music.yahoo.com/keak-da-sneak/albums/sneakacydal--192234410,benign
azrattlers.com/?page_id=621,benign
123people.ca/s/paul+valiquette,benign
myspace.com/bandsns,benign
stagestheatre.org/contact-us,benign
123people.com/s/luc+boileau,benign
retno.info/article/THREEPIECE_eb110ss_TORRENT,benign
moviefone.com/movie/corey-for-the-people/1085422/credits,benign
news.cnet.com/2110-1023-209417.html,phishing
http://www.nextance.com/index.php?option=com_content&view=category&layout=blog&id=43&Itemid=57,defacement
msccruisesusa.com/aeroplan/,benign
simple.wikipedia.org/wiki/Tokio_Hotel,benign
iguide.travel/Novo_Mesto/Sights,benign
http://www.enprofil.nl/realisten/35.html,defacement
southcarolinalawyerblog.com/2011/10/aaa_gives_south_carolina_towns_1.html,benign
stylehive.com/bookmark/coach-ursula-boot-boots-nordstrom-577802,benign
http://bmi.ir/App_Themes/Ar/Images/bmi-Ar.swf?url=%2fFa%2fHomePageLogo_Provider.aspx%3fLang%3d2,benign
www.science.uva.nl/events/HPCN2000/,phishing
guardian.co.uk/politics/2009/mar/27/unite-kevin-coyne-suspended,benign
tripadvisor.com/ShowUserReviews-g155004-d1746795-r72074881-Parliament_Buildings-Ottawa_Ontario.html,benign
biomedexperts.com/Profile.bme/318061/Johanne_Desrosiers,benign
amazon.com/Brainstorm-VHS-Christopher-Walken/dp/B00004CID3,benign
discogs.com/artist/Pebbles?anv=Perri+%22Pebbles%22+Reid&filter_anv=1,benign
boloji.com/index.cfm?md=Content&sd=Articles&ArticleID=1466,benign
utenti.multimania.it/frirolef2/ingindex.html,phishing
elizabethfaidley.com/wp-content/themes/FreshA/AOLMail.htm,benign
http://torcache.net/torrent/DC81E2249199FABA6C4966CD764F1985FC041B71.torrent?title=[kickass.to]the.following.s03e11.hdtv.x264.lol.ettv,benign
music.yahoo.com/ramsay/,benign
alessi.de/ashop-de/home-design/kaffeemaschinen-90146/,benign
nndb.com/people/302/000028218/,benign
jigsaw.com/scid14526789/elisa_tsang.xhtml,benign
krnb.com/wpblog/?cat=5,benign
blogs.courant.com/curtain/2011/03/xxxx-long-wharf-theatre.html,benign
http://itaucard.trocarpontos.com/,phishing
dayton.craigslist.org/cas/2702094881.html,benign
http://krim-transfer.ru/document/adobe,phishing
escape2slovenia.com/,benign
http://mediaset.it/mediasetextra/articoli/dolce-valentina-le-trame-dal-23-al-27-febbraio_11440.shtml,benign
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7coW8LH_IUePnuUTpbl0tfS2iOYISWW3VvB01l1GktQjynKNPSOG6PBe_QPcWacyPeiJpnCJDuPAb5FImYH0j8u4fFYjFw4zxeqYA2ra-BaVqLlgUCbTuVCYBR4hto3pZdnTBdNCCqlgMld9-gkKS6kuNbCR6FQphjQi_vyO4_7zk02nsUyd2VkSRHFiQglgxW66pjAOu2IrvYsTSY97MU3LrfiSEA\%3D\%3D&amp;attredirects=2',benign
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7coFoozimZc4OqFd2FReaYci5hPiwUuAA4cdC9WMllx01JdXP1mw47M1od5-0I8u8WP7xgk4et2tWuz-CNsab38ixDrhtDW7B5U4IYteG7Mbke90kfgtP3jkG7So1mme-Wn1z6OpYUZ-oosoA0H24XI3j92s2eXerkrU0w5wjypTF4CSgjp6XK_xZVMAd4oaCFMwd9gdPfKBp0H6fAwCmd4is21SCw\%3D\%3D&amp;attredirects=2',benign
kzjw-ld.com/,benign
http://www.casaruralvillacinta.com/index.php?option=com_content&view=article&id=75&Itemid=9,defacement
http://xvideo-jp.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.44.0-2013.09.15,benign
http://www.internationalfamilytransitions.com/index.php?view=article&id=13:transition-re-entry-seminar&tmpl=component&print=1&layout=default&page=,defacement
